date, pm25
1/23/2019,134
1/24/2019,136
1/25/2019,163
1/26/2019,146
1/27/2019,135
1/28/2019,157
1/29/2019,165
1/30/2019,177
1/31/2019,167
2/1/2019,128
2/2/2019,115
2/3/2019,94
2/4/2019,99
2/5/2019,95
2/6/2019,77
2/7/2019,87
2/8/2019,86
2/9/2019,73
2/10/2019,80
2/11/2019,87
2/12/2019,101
2/13/2019,143
2/14/2019,90
2/15/2019,92
2/16/2019,82
2/17/2019,69
2/18/2019,66
2/19/2019,56
2/20/2019,60
2/21/2019,74
2/22/2019,63
2/23/2019,77
2/24/2019,75
2/25/2019,77
2/26/2019,79
2/27/2019,96
2/28/2019,104
3/1/2019,95
3/2/2019,100
3/3/2019,93
3/4/2019,80
3/5/2019,98
3/6/2019,100
3/7/2019,69
3/8/2019,76
3/9/2019,71
3/10/2019,69
3/11/2019,75
3/12/2019,116
3/13/2019,83
3/14/2019,72
3/15/2019,64
3/16/2019,101
3/17/2019,102
3/18/2019,109
3/19/2019,93
3/20/2019,90
3/21/2019,79
3/22/2019,104
3/23/2019,111
3/24/2019,96
3/25/2019,83
3/26/2019,77
3/27/2019,74
3/28/2019,78
3/29/2019,80
3/30/2019,81
3/31/2019,86
10/1/2018,61
10/2/2018,76
10/3/2018,113
10/4/2018,110
10/5/2018,62
10/6/2018,75
10/7/2018,83
10/8/2018,94
10/9/2018,87
10/10/2018,101
10/11/2018,93
10/12/2018,69
10/13/2018,101
10/14/2018,90
10/15/2018,73
10/16/2018,62
10/17/2018,70
10/18/2018,78
10/19/2018,97
10/20/2018,82
10/21/2018,47
10/22/2018,61
10/23/2018,71
10/24/2018,79
10/25/2018,101
10/26/2018,81
10/27/2018,86
10/28/2018,67
10/29/2018,88
10/30/2018,87
10/31/2018,93
11/1/2018,111
11/2/2018,128
11/3/2018,138
11/4/2018,139
11/5/2018,137
11/6/2018,121
11/7/2018,95
11/8/2018,73
11/9/2018,74
11/10/2018,81
11/11/2018,81
11/12/2018,116
11/13/2018,140
11/14/2018,126
11/15/2018,133
11/16/2018,88
11/17/2018,82
11/18/2018,107
11/19/2018,118
11/20/2018,91
11/21/2018,111
11/22/2018,113
11/23/2018,95
11/24/2018,89
11/25/2018,113
11/26/2018,113
11/27/2018,101
11/28/2018,80
11/29/2018,105
11/30/2018,129
12/1/2018,129
12/2/2018,124
12/3/2018,108
12/4/2018,122
12/5/2018,106
12/6/2018,98
12/7/2018,123
12/8/2018,79
12/9/2018,92
12/10/2018,97
12/11/2018,108
12/12/2018,84
12/13/2018,83
12/14/2018,95
12/15/2018,101
12/16/2018,91
12/17/2018,87
12/18/2018,98
12/19/2018,137
12/20/2018,167
12/21/2018,169
12/22/2018,143
12/23/2018,142
12/24/2018,124
12/25/2018,141
12/26/2018,160
12/27/2018,156
12/28/2018,162
12/29/2018,97
12/30/2018,81
7/1/2018,54
7/2/2018,47
7/3/2018,58
7/4/2018,52
7/5/2018,52
7/6/2018,59
7/7/2018,67
7/8/2018,77
7/9/2018,69
7/10/2018,78
7/11/2018,56
7/12/2018,59
7/13/2018,59
7/14/2018,73
7/15/2018,67
7/16/2018,69
7/17/2018,68
7/18/2018,49
7/19/2018,52
7/20/2018,58
7/21/2018,64
7/22/2018,64
7/23/2018,71
7/24/2018,79
7/25/2018,76
7/26/2018,69
7/27/2018,72
7/28/2018,63
7/29/2018,68
7/30/2018,67
7/31/2018,70
8/1/2018,69
8/2/2018,68
8/3/2018,66
8/4/2018,57
8/5/2018,57
8/6/2018,62
8/7/2018,70
8/8/2018,77
8/9/2018,67
8/10/2018,64
8/11/2018,52
8/12/2018,48
8/13/2018,59
8/14/2018,56
8/15/2018,54
8/16/2018,59
8/17/2018,52
8/18/2018,38
8/19/2018,39
8/20/2018,54
8/21/2018,76
8/22/2018,74
8/23/2018,76
8/24/2018,64
8/25/2018,56
8/26/2018,54
8/27/2018,54
8/28/2018,68
8/29/2018,77
8/30/2018,50
8/31/2018,54
9/1/2018,63
9/2/2018,59
9/3/2018,55
9/4/2018,47
9/5/2018,56
9/6/2018,62
9/7/2018,75
9/8/2018,80
9/9/2018,98
9/10/2018,100
9/11/2018,63
9/12/2018,71
9/13/2018,68
9/14/2018,62
9/15/2018,57
9/16/2018,59
9/17/2018,57
9/18/2018,49
9/19/2018,59
9/20/2018,80
9/21/2018,89
9/22/2018,82
9/23/2018,73
9/24/2018,76
9/25/2018,69
9/26/2018,57
9/27/2018,50
9/28/2018,66
9/29/2018,89
9/30/2018,57
4/1/2018,124
4/2/2018,123
4/3/2018,120
4/4/2018,91
4/5/2018,97
4/6/2018,123
4/7/2018,65
4/8/2018,83
4/9/2018,121
4/10/2018,141
4/11/2018,90
4/12/2018,67
4/13/2018,66
4/14/2018,68
4/15/2018,66
4/16/2018,81
4/17/2018,62
4/18/2018,87
4/19/2018,73
4/20/2018,67
4/21/2018,72
4/22/2018,63
4/23/2018,83
4/24/2018,75
4/25/2018,84
4/26/2018,74
4/27/2018,74
4/28/2018,64
4/29/2018,76
4/30/2018,63
5/1/2018,47
5/2/2018,46
5/3/2018,64
5/4/2018,69
5/5/2018,56
5/6/2018,54
5/7/2018,64
5/8/2018,67
5/9/2018,62
5/10/2018,58
5/11/2018,65
5/12/2018,88
5/13/2018,77
5/14/2018,68
5/15/2018,83
5/16/2018,61
5/17/2018,56
5/18/2018,62
5/19/2018,66
5/20/2018,83
5/21/2018,75
5/22/2018,79
5/23/2018,73
5/24/2018,49
5/25/2018,54
5/26/2018,58
5/27/2018,62
5/28/2018,75
5/29/2018,50
5/30/2018,54
5/31/2018,72
6/1/2018,63
6/2/2018,60
6/3/2018,52
6/4/2018,52
6/5/2018,47
6/6/2018,60
6/7/2018,54
6/8/2018,48
6/9/2018,52
6/10/2018,48
6/11/2018,48
6/12/2018,43
6/13/2018,47
6/14/2018,52
6/15/2018,60
6/16/2018,62
6/17/2018,60
6/18/2018,71
6/19/2018,78
6/20/2018,57
6/21/2018,60
6/22/2018,75
6/23/2018,76
6/24/2018,67
6/25/2018,51
6/26/2018,62
6/27/2018,64
6/28/2018,65
6/29/2018,72
6/30/2018,57
1/1/2018,94
1/2/2018,103
1/3/2018,129
1/4/2018,132
1/5/2018,145
1/6/2018,136
1/7/2018,70
1/8/2018,61
1/9/2018,72
1/10/2018,66
1/11/2018,107
1/12/2018,122
1/13/2018,136
1/14/2018,134
1/15/2018,153
1/16/2018,160
1/17/2018,174
1/18/2018,148
1/19/2018,140
1/20/2018,143
1/21/2018,167
1/22/2018,183
1/23/2018,166
1/24/2018,172
1/25/2018,101
1/26/2018,76
1/27/2018,73
1/28/2018,70
1/29/2018,75
1/30/2018,77
1/31/2018,82
2/1/2018,114
2/2/2018,148
2/3/2018,145
2/4/2018,160
2/5/2018,163
2/6/2018,153
2/7/2018,173
2/8/2018,170
2/9/2018,143
2/10/2018,138
2/11/2018,141
2/12/2018,153
2/13/2018,145
2/14/2018,170
2/15/2018,156
2/16/2018,141
2/17/2018,137
2/18/2018,124
2/19/2018,110
2/20/2018,61
2/21/2018,76
2/22/2018,86
2/23/2018,101
2/24/2018,122
2/25/2018,112
2/26/2018,131
2/27/2018,99
2/28/2018,120
3/1/2018,87
3/2/2018,83
3/3/2018,64
3/4/2018,61
3/5/2018,55
3/6/2018,62
3/7/2018,65
3/8/2018,87
3/9/2018,96
3/10/2018,127
3/11/2018,156
3/12/2018,167
3/13/2018,124
3/14/2018,95
3/15/2018,89
3/16/2018,88
3/17/2018,74
3/18/2018,68
3/19/2018,66
3/20/2018,83
3/21/2018,86
3/22/2018,112
3/23/2018,138
3/24/2018,143
3/25/2018,124
3/26/2018,101
3/27/2018,123
3/28/2018,101
3/29/2018,91
3/30/2018,95
3/31/2018,102
10/1/2017,108
10/2/2017,85
10/3/2017,78
10/4/2017,71
10/5/2017,73
10/6/2017,76
10/8/2017,85
10/9/2017,70
10/10/2017,89
10/11/2017,79
10/12/2017,116
10/13/2017,140
10/14/2017,88
10/15/2017,71
10/16/2017,62
10/17/2017,68
10/18/2017,81
10/19/2017,79
10/20/2017,69
10/21/2017,110
10/22/2017,98
10/23/2017,66
10/24/2017,70
10/25/2017,86
10/26/2017,107
10/27/2017,130
10/28/2017,119
10/29/2017,149
10/30/2017,139
10/31/2017,133
11/1/2017,147
11/2/2017,118
11/3/2017,116
11/4/2017,135
11/5/2017,95
11/6/2017,132
11/7/2017,115
11/8/2017,113
11/9/2017,94
11/10/2017,94
11/11/2017,76
11/12/2017,87
11/13/2017,100
11/14/2017,115
11/15/2017,115
11/16/2017,80
11/17/2017,105
11/18/2017,139
11/19/2017,115
11/20/2017,77
11/21/2017,72
11/22/2017,88
11/23/2017,69
11/24/2017,78
11/25/2017,95
11/26/2017,97
11/27/2017,93
11/28/2017,105
11/29/2017,95
11/30/2017,96
12/1/2017,103
12/2/2017,101
12/3/2017,93
12/4/2017,88
12/5/2017,84
12/6/2017,106
12/7/2017,118
12/8/2017,114
12/9/2017,95
12/10/2017,142
12/11/2017,164
12/12/2017,125
12/13/2017,107
12/14/2017,108
12/15/2017,124
12/16/2017,113
12/17/2017,67
12/18/2017,108
12/19/2017,129
12/20/2017,140
12/21/2017,151
12/22/2017,157
12/23/2017,161
12/24/2017,142
12/25/2017,102
12/26/2017,160
12/27/2017,144
12/28/2017,96
12/29/2017,84
12/30/2017,87
12/31/2017,82
7/1/2017,66
7/2/2017,68
7/3/2017,64
7/4/2017,66
7/5/2017,64
7/6/2017,66
7/7/2017,48
7/8/2017,65
7/9/2017,57
7/10/2017,65
7/11/2017,74
7/12/2017,71
7/13/2017,62
7/14/2017,68
7/15/2017,74
7/16/2017,65
7/17/2017,66
7/18/2017,71
7/19/2017,67
7/20/2017,71
7/21/2017,70
7/22/2017,62
7/23/2017,65
7/24/2017,70
7/25/2017,63
7/26/2017,63
7/27/2017,70
7/28/2017,63
7/29/2017,74
7/30/2017,81
7/31/2017,80
8/1/2017,90
8/2/2017,78
8/3/2017,85
8/4/2017,70
8/5/2017,69
8/6/2017,69
8/7/2017,70
8/8/2017,67
8/9/2017,69
8/10/2017,70
8/11/2017,58
8/12/2017,54
8/13/2017,54
8/14/2017,60
8/15/2017,55
8/16/2017,62
8/17/2017,56
8/18/2017,72
8/19/2017,59
8/20/2017,45
8/21/2017,53
8/22/2017,62
8/23/2017,63
8/24/2017,68
8/25/2017,58
8/26/2017,65
8/27/2017,55
8/28/2017,65
8/29/2017,81
8/30/2017,78
8/31/2017,72
9/1/2017,69
9/2/2017,66
9/3/2017,57
9/4/2017,55
9/5/2017,53
9/6/2017,56
9/9/2017,76
9/10/2017,116
9/11/2017,120
9/12/2017,113
9/13/2017,108
9/14/2017,77
9/15/2017,69
9/16/2017,57
9/17/2017,44
9/18/2017,58
9/19/2017,68
9/20/2017,76
9/21/2017,113
9/22/2017,82
9/23/2017,83
9/24/2017,82
9/25/2017,58
9/26/2017,51
9/27/2017,71
9/28/2017,66
9/29/2017,77
9/30/2017,98
4/1/2017,81
4/2/2017,92
4/3/2017,129
4/4/2017,140
4/5/2017,129
4/6/2017,107
4/7/2017,71
4/8/2017,56
4/9/2017,58
4/10/2017,56
4/11/2017,47
4/12/2017,38
4/13/2017,50
4/14/2017,67
4/15/2017,66
4/16/2017,62
4/17/2017,75
4/18/2017,59
4/19/2017,55
4/20/2017,71
4/21/2017,96
4/22/2017,131
4/23/2017,131
4/24/2017,117
4/25/2017,102
4/26/2017,99
4/27/2017,98
4/28/2017,97
4/29/2017,102
4/30/2017,101
5/1/2017,61
5/2/2017,63
5/3/2017,71
5/4/2017,74
5/5/2017,73
5/6/2017,111
5/7/2017,71
5/8/2017,75
5/9/2017,69
5/10/2017,85
5/11/2017,80
5/12/2017,78
5/13/2017,83
5/14/2017,64
5/15/2017,52
5/16/2017,62
5/17/2017,53
5/18/2017,62
5/19/2017,85
5/20/2017,92
5/21/2017,77
5/22/2017,81
5/23/2017,78
5/24/2017,71
5/25/2017,70
5/26/2017,69
5/27/2017,82
5/28/2017,67
5/29/2017,67
5/30/2017,72
5/31/2017,77
6/1/2017,69
6/2/2017,65
6/3/2017,46
6/4/2017,52
6/5/2017,56
6/6/2017,51
6/7/2017,56
6/8/2017,56
6/9/2017,55
6/10/2017,62
6/11/2017,77
6/12/2017,85
6/13/2017,75
6/14/2017,60
6/15/2017,88
6/16/2017,85
6/17/2017,78
6/18/2017,63
6/19/2017,68
6/20/2017,73
6/21/2017,72
6/22/2017,68
6/23/2017,58
6/24/2017,59
6/25/2017,59
6/26/2017,63
6/27/2017,65
6/28/2017,60
6/29/2017,70
6/30/2017,68
1/2/2017,85
1/3/2017,104
1/4/2017,109
1/5/2017,126
1/6/2017,120
1/7/2017,130
1/8/2017,138
1/9/2017,115
1/10/2017,153
1/11/2017,88
1/12/2017,74
1/13/2017,87
1/14/2017,114
1/15/2017,141
1/16/2017,113
1/17/2017,100
1/18/2017,109
1/19/2017,124
1/20/2017,106
1/21/2017,102
1/22/2017,92
1/23/2017,102
1/24/2017,121
1/25/2017,139
1/26/2017,104
1/27/2017,107
1/28/2017,116
1/29/2017,143
1/30/2017,138
1/31/2017,133
2/1/2017,131
2/2/2017,137
2/3/2017,74
2/4/2017,105
2/5/2017,139
2/6/2017,156
2/7/2017,134
2/8/2017,105
2/9/2017,134
2/10/2017,132
2/11/2017,137
2/12/2017,132
2/13/2017,151
2/14/2017,161
2/15/2017,149
2/16/2017,144
2/17/2017,140
2/18/2017,154
2/19/2017,168
2/20/2017,145
2/21/2017,128
2/22/2017,93
2/23/2017,72
2/24/2017,60
2/25/2017,65
2/26/2017,82
2/27/2017,109
2/28/2017,157
3/1/2017,156
3/2/2017,157
3/3/2017,162
3/4/2017,140
3/5/2017,113
3/6/2017,110
3/7/2017,93
3/8/2017,98
3/9/2017,95
3/10/2017,78
3/11/2017,80
3/12/2017,82
3/13/2017,106
3/14/2017,88
3/15/2017,82
3/16/2017,83
3/17/2017,87
3/18/2017,67
3/19/2017,60
3/20/2017,62
3/21/2017,85
3/22/2017,85
3/23/2017,68
3/24/2017,66
3/25/2017,76
3/26/2017,81
3/27/2017,91
3/28/2017,106
3/29/2017,100
3/30/2017,88
3/31/2017,67
10/1/2016,50
10/2/2016,73
10/3/2016,60
10/4/2016,66
10/5/2016,83
10/6/2016,87
10/7/2016,69
10/8/2016,65
10/9/2016,69
10/10/2016,67
10/11/2016,87
10/12/2016,97
10/13/2016,121
10/14/2016,115
10/15/2016,100
10/16/2016,82
10/17/2016,95
10/18/2016,161
10/19/2016,96
10/20/2016,66
10/21/2016,74
10/22/2016,74
10/23/2016,80
10/24/2016,98
10/25/2016,97
10/26/2016,83
10/27/2016,70
10/28/2016,83
10/29/2016,77
10/30/2016,76
10/31/2016,62
11/1/2016,68
11/2/2016,66
11/3/2016,89
11/4/2016,110
11/5/2016,141
11/6/2016,160
11/7/2016,166
11/8/2016,96
11/9/2016,109
11/10/2016,90
11/11/2016,79
11/12/2016,77
11/13/2016,68
11/14/2016,89
11/15/2016,71
11/16/2016,73
11/17/2016,92
11/18/2016,94
11/19/2016,126
11/20/2016,113
11/21/2016,142
11/22/2016,134
11/23/2016,132
11/24/2016,95
11/25/2016,103
11/26/2016,93
11/27/2016,63
11/28/2016,71
11/29/2016,100
11/30/2016,116
12/1/2016,87
12/2/2016,95
12/3/2016,105
12/4/2016,97
12/5/2016,109
12/6/2016,113
12/7/2016,145
12/8/2016,151
12/9/2016,144
12/10/2016,148
12/11/2016,174
12/12/2016,164
12/13/2016,160
12/14/2016,153
12/15/2016,85
12/16/2016,85
12/17/2016,114
12/18/2016,139
12/19/2016,143
12/20/2016,148
12/21/2016,159
12/22/2016,107
12/23/2016,90
12/24/2016,104
12/25/2016,138
12/26/2016,154
12/27/2016,98
12/28/2016,92
12/29/2016,136
12/30/2016,135
12/31/2016,116
7/30/2016,61
7/31/2016,68
8/1/2016,60
8/2/2016,68
8/3/2016,70
8/4/2016,66
8/5/2016,79
8/6/2016,72
8/7/2016,68
8/8/2016,59
8/9/2016,74
8/10/2016,92
8/11/2016,75
8/12/2016,63
8/13/2016,65
8/14/2016,68
8/15/2016,68
8/16/2016,68
8/17/2016,75
8/18/2016,85
8/19/2016,81
8/20/2016,73
8/21/2016,79
8/22/2016,72
8/23/2016,74
8/24/2016,78
8/25/2016,81
8/26/2016,74
8/27/2016,63
8/28/2016,66
8/29/2016,57
8/30/2016,53
8/31/2016,57
9/1/2016,63
9/2/2016,62
9/3/2016,49
9/4/2016,49
9/5/2016,50
9/6/2016,54
9/7/2016,56
9/8/2016,62
9/9/2016,79
9/10/2016,62
9/11/2016,63
9/12/2016,63
9/13/2016,67
9/14/2016,59
9/15/2016,77
9/16/2016,61
9/17/2016,65
9/18/2016,49
9/19/2016,60
9/20/2016,87
9/21/2016,84
9/22/2016,92
9/23/2016,97
9/24/2016,88
9/25/2016,54
9/26/2016,52
9/27/2016,46
9/28/2016,54
9/29/2016,51
9/30/2016,49
3/31/2020, 
12/31/2019, 
12/31/2018, 
10/7/2017, 
9/8/2017, 
1/1/2017, 
7/1/2016, 
7/2/2016, 
7/3/2016, 
7/4/2016, 
7/5/2016, 
7/6/2016, 
7/7/2016, 
7/8/2016, 
7/9/2016, 
7/10/2016, 
7/11/2016, 
7/12/2016, 
7/13/2016, 
7/14/2016, 
7/15/2016, 
7/16/2016, 
7/17/2016, 
7/18/2016, 
7/19/2016, 
7/20/2016, 
7/21/2016, 
7/22/2016, 
7/23/2016, 
7/24/2016, 
7/25/2016, 
7/26/2016, 
7/27/2016, 
7/28/2016, 
7/29/2016, 
4/1/2016, 
4/2/2016, 
4/3/2016, 
4/4/2016, 
4/5/2016, 
4/6/2016, 
4/7/2016, 
4/8/2016, 
4/9/2016, 
4/10/2016, 
4/11/2016, 
4/12/2016, 
4/13/2016, 
4/14/2016, 
4/15/2016, 
4/16/2016, 
4/17/2016, 
4/18/2016, 
4/19/2016, 
4/20/2016, 
4/21/2016, 
4/22/2016, 
4/23/2016, 
4/24/2016, 
4/25/2016, 
4/26/2016, 
4/27/2016, 
4/28/2016, 
4/29/2016, 
4/30/2016, 
5/1/2016, 
5/2/2016, 
5/3/2016, 
5/4/2016, 
5/5/2016, 
5/6/2016, 
5/7/2016, 
5/8/2016, 
5/9/2016, 
5/10/2016, 
5/11/2016, 
5/12/2016, 
5/13/2016, 
5/14/2016, 
5/15/2016, 
5/16/2016, 
5/17/2016, 
5/18/2016, 
5/19/2016, 
5/20/2016, 
5/21/2016, 
5/22/2016, 
5/23/2016, 
5/24/2016, 
5/25/2016, 
5/26/2016, 
5/27/2016, 
5/28/2016, 
5/29/2016, 
5/30/2016, 
5/31/2016, 
6/1/2016, 
6/2/2016, 
6/3/2016, 
6/4/2016, 
6/5/2016, 
6/6/2016, 
6/7/2016, 
6/8/2016, 
6/9/2016, 
6/10/2016, 
6/11/2016, 
6/12/2016, 
6/13/2016, 
6/14/2016, 
6/15/2016, 
6/16/2016, 
6/17/2016, 
6/18/2016, 
6/19/2016, 
6/20/2016, 
6/21/2016, 
6/22/2016, 
6/23/2016, 
6/24/2016, 
6/25/2016, 
6/26/2016, 
6/27/2016, 
6/28/2016, 
6/29/2016, 
6/30/2016, 
1/4/2016, 
1/5/2016, 
1/6/2016, 
1/7/2016, 
1/8/2016, 
1/9/2016, 
1/10/2016, 
1/11/2016, 
1/12/2016, 
1/13/2016, 
1/14/2016, 
1/15/2016, 
1/16/2016, 
1/17/2016, 
1/18/2016, 
1/19/2016, 
1/20/2016, 
1/21/2016, 
1/22/2016, 
1/23/2016, 
1/24/2016, 
1/25/2016, 
1/26/2016, 
1/27/2016, 
1/28/2016, 
1/29/2016, 
1/30/2016, 
1/31/2016, 
2/1/2016, 
2/2/2016, 
2/3/2016, 
2/4/2016, 
2/5/2016, 
2/6/2016, 
2/7/2016, 
2/8/2016, 
2/9/2016, 
2/10/2016, 
2/11/2016, 
2/12/2016, 
2/13/2016, 
2/14/2016, 
2/15/2016, 
2/16/2016, 
2/17/2016, 
2/18/2016, 
2/19/2016, 
2/20/2016, 
2/21/2016, 
2/22/2016, 
2/23/2016, 
2/24/2016, 
2/25/2016, 
2/26/2016, 
2/27/2016, 
2/28/2016, 
2/29/2016, 
3/1/2016, 
3/2/2016, 
3/3/2016, 
3/4/2016, 
3/5/2016, 
3/6/2016, 
3/7/2016, 
3/8/2016, 
3/9/2016, 
3/10/2016, 
3/11/2016, 
3/12/2016, 
3/13/2016, 
3/14/2016, 
3/15/2016, 
3/16/2016, 
3/17/2016, 
3/18/2016, 
3/19/2016, 
3/20/2016, 
3/21/2016, 
3/22/2016, 
3/23/2016, 
3/24/2016, 
3/25/2016, 
3/26/2016, 
3/27/2016, 
3/28/2016, 
3/29/2016, 
3/30/2016, 
3/31/2016, 
10/1/2015, 
10/2/2015, 
10/3/2015, 
10/4/2015, 
10/5/2015, 
10/6/2015, 
10/7/2015, 
10/8/2015, 
10/9/2015, 
10/10/2015, 
10/11/2015, 
10/12/2015, 
10/13/2015, 
10/14/2015, 
10/15/2015, 
10/16/2015, 
10/17/2015, 
10/18/2015, 
10/19/2015, 
10/20/2015, 
10/21/2015, 
10/22/2015, 
10/23/2015, 
10/24/2015, 
10/25/2015, 
10/26/2015, 
10/27/2015, 
10/28/2015, 
10/29/2015, 
10/30/2015, 
10/31/2015, 
11/1/2015, 
11/2/2015, 
11/3/2015, 
11/4/2015, 
11/5/2015, 
11/6/2015, 
11/7/2015, 
11/8/2015, 
11/9/2015, 
11/10/2015, 
11/11/2015, 
11/12/2015, 
11/13/2015, 
11/14/2015, 
11/15/2015, 
11/16/2015, 
11/17/2015, 
11/18/2015, 
11/19/2015, 
11/20/2015, 
11/21/2015, 
11/22/2015, 
11/23/2015, 
11/24/2015, 
11/25/2015, 
11/26/2015, 
11/27/2015, 
11/28/2015, 
11/29/2015, 
11/30/2015, 
12/1/2015, 
12/2/2015, 
12/3/2015, 
12/4/2015, 
12/5/2015, 
12/6/2015, 
12/7/2015, 
12/8/2015, 
12/9/2015, 
12/10/2015, 
12/11/2015, 
12/12/2015, 
12/13/2015, 
12/14/2015, 
12/15/2015, 
12/16/2015, 
12/17/2015, 
12/18/2015, 
12/19/2015, 
12/20/2015, 
12/21/2015, 
12/22/2015, 
12/23/2015, 
12/24/2015, 
12/25/2015, 
12/26/2015, 
12/27/2015, 
12/28/2015, 
12/29/2015, 
12/30/2015, 
1/3/2016, 
7/1/2015, 
7/2/2015, 
7/3/2015, 
7/4/2015, 
7/5/2015, 
7/6/2015, 
7/7/2015, 
7/8/2015, 
7/9/2015, 
7/10/2015, 
7/11/2015, 
7/12/2015, 
7/13/2015, 
7/14/2015, 
7/15/2015, 
7/16/2015, 
7/17/2015, 
7/18/2015, 
7/19/2015, 
7/20/2015, 
7/21/2015, 
7/22/2015, 
7/23/2015, 
7/24/2015, 
7/25/2015, 
7/26/2015, 
7/27/2015, 
7/28/2015, 
7/29/2015, 
7/30/2015, 
7/31/2015, 
8/1/2015, 
8/2/2015, 
8/3/2015, 
8/4/2015, 
8/5/2015, 
8/6/2015, 
8/7/2015, 
8/8/2015, 
8/9/2015, 
8/10/2015, 
8/11/2015, 
8/12/2015, 
8/13/2015, 
8/14/2015, 
8/15/2015, 
8/16/2015, 
8/17/2015, 
8/18/2015, 
8/19/2015, 
8/20/2015, 
8/21/2015, 
8/22/2015, 
8/23/2015, 
8/24/2015, 
8/25/2015, 
8/26/2015, 
8/27/2015, 
8/28/2015, 
8/29/2015, 
8/30/2015, 
8/31/2015, 
9/1/2015, 
9/2/2015, 
9/3/2015, 
9/4/2015, 
9/5/2015, 
9/6/2015, 
9/7/2015, 
9/8/2015, 
9/9/2015, 
9/10/2015, 
9/11/2015, 
9/12/2015, 
9/13/2015, 
9/14/2015, 
9/15/2015, 
9/16/2015, 
9/17/2015, 
9/18/2015, 
9/19/2015, 
9/20/2015, 
9/21/2015, 
9/22/2015, 
9/23/2015, 
9/24/2015, 
9/25/2015, 
9/26/2015, 
9/27/2015, 
9/28/2015, 
9/29/2015, 
9/30/2015, 
4/1/2015, 
4/2/2015, 
4/3/2015, 
4/4/2015, 
4/5/2015, 
4/6/2015, 
4/7/2015, 
4/8/2015, 
4/9/2015, 
4/10/2015, 
4/11/2015, 
4/12/2015, 
4/13/2015, 
4/14/2015, 
4/15/2015, 
4/16/2015, 
4/17/2015, 
4/18/2015, 
4/19/2015, 
4/20/2015, 
4/21/2015, 
4/22/2015, 
4/23/2015, 
4/24/2015, 
4/25/2015, 
4/26/2015, 
4/27/2015, 
4/28/2015, 
4/29/2015, 
4/30/2015, 
5/1/2015, 
5/2/2015, 
5/3/2015, 
5/4/2015, 
5/5/2015, 
5/6/2015, 
5/7/2015, 
5/8/2015, 
5/9/2015, 
5/10/2015, 
5/11/2015, 
5/12/2015, 
5/13/2015, 
5/14/2015, 
5/15/2015, 
5/16/2015, 
5/17/2015, 
5/18/2015, 
5/19/2015, 
5/20/2015, 
5/21/2015, 
5/22/2015, 
5/23/2015, 
5/24/2015, 
5/25/2015, 
5/26/2015, 
5/27/2015, 
5/28/2015, 
5/29/2015, 
5/30/2015, 
5/31/2015, 
6/1/2015, 
6/2/2015, 
6/3/2015, 
6/4/2015, 
6/5/2015, 
6/6/2015, 
6/7/2015, 
6/8/2015, 
6/9/2015, 
6/10/2015, 
6/11/2015, 
6/12/2015, 
6/13/2015, 
6/14/2015, 
6/15/2015, 
6/16/2015, 
6/17/2015, 
6/18/2015, 
6/19/2015, 
6/20/2015, 
6/21/2015, 
6/22/2015, 
6/23/2015, 
6/24/2015, 
6/25/2015, 
6/26/2015, 
6/27/2015, 
6/28/2015, 
6/29/2015, 
6/30/2015, 
1/1/2015, 
1/2/2015, 
1/3/2015, 
1/4/2015, 
1/5/2015, 
1/6/2015, 
1/7/2015, 
1/8/2015, 
1/9/2015, 
1/10/2015, 
1/11/2015, 
1/12/2015, 
1/13/2015, 
1/14/2015, 
1/15/2015, 
1/16/2015, 
1/17/2015, 
1/18/2015, 
1/19/2015, 
1/20/2015, 
1/21/2015, 
1/22/2015, 
1/23/2015, 
1/24/2015, 
1/25/2015, 
1/26/2015, 
1/27/2015, 
1/28/2015, 
1/29/2015, 
1/30/2015, 
1/31/2015, 
2/1/2015, 
2/2/2015, 
2/3/2015, 
2/4/2015, 
2/5/2015, 
2/6/2015, 
2/7/2015, 
2/8/2015, 
2/9/2015, 
2/10/2015, 
2/11/2015, 
2/12/2015, 
2/13/2015, 
2/14/2015, 
2/15/2015, 
2/16/2015, 
2/17/2015, 
2/18/2015, 
2/19/2015, 
2/20/2015, 
2/21/2015, 
2/22/2015, 
2/23/2015, 
2/24/2015, 
2/25/2015, 
2/26/2015, 
2/27/2015, 
2/28/2015, 
3/1/2015, 
3/2/2015, 
3/3/2015, 
3/4/2015, 
3/5/2015, 
3/6/2015, 
3/7/2015, 
3/8/2015, 
3/9/2015, 
3/10/2015, 
3/11/2015, 
3/12/2015, 
3/13/2015, 
3/16/2015, 
3/17/2015, 
3/18/2015, 
3/19/2015, 
3/20/2015, 
3/21/2015, 
3/22/2015, 
3/23/2015, 
3/24/2015, 
3/25/2015, 
3/26/2015, 
3/27/2015, 
3/28/2015, 
3/29/2015, 
3/30/2015, 
3/31/2015, 
10/1/2014, 
10/2/2014, 
10/3/2014, 
10/4/2014, 
10/5/2014, 
10/6/2014, 
10/7/2014, 
10/8/2014, 
10/9/2014, 
10/10/2014, 
10/11/2014, 
10/12/2014, 
10/13/2014, 
10/14/2014, 
10/15/2014, 
10/16/2014, 
10/17/2014, 
10/18/2014, 
10/19/2014, 
10/20/2014, 
10/21/2014, 
10/22/2014, 
10/23/2014, 
10/24/2014, 
10/25/2014, 
10/26/2014, 
10/27/2014, 
10/28/2014, 
10/29/2014, 
